address,district,area,bedrooms,garage,type,rent,total,latitude,longitude,geometry,ID,NM_MESO,CD_GEOCODU,distance_to_schools,distance_to_hospitals,distance_to_parks
Rua Rego Freitas,República,28,1,0,Studio e kitnet,2500,2946,-23.5472485,-46.646849,POINT (-46.646849 -23.5472485),20,METROPOLITANA DE SÃO PAULO,35,197.9561943522892,318.5939639492691,157.0836540917566
Rua Domingos Fasolari,Casa Verde,109,3,2,Apartamento,7200,8620,-23.5111932,-46.6556164,POINT (-46.6556164 -23.5111932),20,METROPOLITANA DE SÃO PAULO,35,109.64687310631903,862.6483018569052,981.4671240579595
Rua Maria Figueiredo,Paraíso,70,2,1,Apartamento,4900,6373,-23.5689111,-46.6473633,POINT (-46.6473633 -23.5689111),20,METROPOLITANA DE SÃO PAULO,35,142.98350916311895,156.06489587234321,194.28324439138981
Rua Eugênio de Medeiros,Pinheiros,34,1,1,Studio e kitnet,4750,5582,-23.5682662,-46.7003857,POINT (-46.7003857 -23.5682662),20,METROPOLITANA DE SÃO PAULO,35,216.15164473910713,795.4951497983739,749.1965860870015
Rua César Vallejo,Real Parque,82,2,2,Apartamento,2500,4376,-23.6067336,-46.7018308,POINT (-46.7018308 -23.6067336),20,METROPOLITANA DE SÃO PAULO,35,191.80067727547433,533.020750319244,973.3828507607773
Rua Enótria,Vila Mazzei,30,1,0,Apartamento,1600,2092,-23.4756756,-46.6044599,POINT (-46.6044599 -23.4756756),20,METROPOLITANA DE SÃO PAULO,35,170.58066376222385,642.3731368706248,530.2591203237507
Rua Oscar Freire,Pinheiros,18,1,0,Studio e kitnet,3290,3947,-23.559879,-46.6723491,POINT (-46.6723491 -23.559879),20,METROPOLITANA DE SÃO PAULO,35,219.5589405372313,240.95444641690162,376.9754188141545
Rua Marechal Deodoro,Santo Amaro,41,1,1,Apartamento,3750,4760,-23.6428575,-46.6926803,POINT (-46.6926803 -23.6428575),20,METROPOLITANA DE SÃO PAULO,35,443.8504705570804,970.457958814487,1560.9307392652145
Rua Madrigais,Vila Nova Cachoeirinha,39,1,1,Apartamento,1400,2084,-23.4700935,-46.662008,POINT (-46.662008 -23.4700935),20,METROPOLITANA DE SÃO PAULO,35,43.16584029744819,416.0895864888078,1024.3469078893236
Avenida Doutor Altino Arantes,Vila Clementino,59,2,1,Apartamento,3000,4130,-23.6026747,-46.6477178,POINT (-46.6477178 -23.6026747),20,METROPOLITANA DE SÃO PAULO,35,52.16079364279354,409.1385450058251,452.0860297696831
Rua Shikazo Myai,Cidade São Francisco,38,1,0,Casa,1640,1835,-23.5562646,-46.7535156,POINT (-46.7535156 -23.5562646),20,METROPOLITANA DE SÃO PAULO,35,244.77128068684908,903.4430522670356,1026.53628485356
Praça da República,República,28,1,0,Studio e kitnet,2400,3211,-23.543171200000003,-46.64252052009493,POINT (-46.64252052009493 -23.543171200000003),20,METROPOLITANA DE SÃO PAULO,35,84.10456953453497,212.73836830269474,167.70279611914697
Rua Mário Sette,Água Branca,80,3,1,Apartamento,3200,4223,-23.5921673,-46.5215842,POINT (-46.5215842 -23.5921673),20,METROPOLITANA DE SÃO PAULO,35,170.1847801941244,532.6917863733718,1142.6386442077592
Rua Henrique Schaumann,Pinheiros,127,3,2,Apartamento,4800,7085,-23.5639634,-46.6782575,POINT (-46.6782575 -23.5639634),20,METROPOLITANA DE SÃO PAULO,35,410.2000066812002,111.6256350965783,757.1606235717584
Rua da Consolação,República,23,1,0,Studio e kitnet,2500,3226,-23.5470791,-46.6462278,POINT (-46.6462278 -23.5470791),20,METROPOLITANA DE SÃO PAULO,35,170.36375541587535,286.6026452104917,151.50033307706727
Rua Bela Cintra,Consolação,22,1,0,Studio e kitnet,3300,3942,-23.5564177,-46.6618937,POINT (-46.6618937 -23.5564177),20,METROPOLITANA DE SÃO PAULO,35,328.7736043387501,512.3511042390743,89.98792432833143
Avenida Nove de Julho,Bela Vista,35,1,1,Apartamento,5500,6120,-23.5512928,-46.6463628,POINT (-46.6463628 -23.5512928),20,METROPOLITANA DE SÃO PAULO,35,214.498377393985,315.4913328311259,48.117205594867364
Rua Itapeva,Bela Vista,50,1,1,Apartamento,2560,4585,-23.5624413,-46.6548965,POINT (-46.6548965 -23.5624413),20,METROPOLITANA DE SÃO PAULO,35,414.8519392365175,332.05628850687,157.17470771345393
Rua Caiubi,Perdizes,25,1,0,Apartamento,3028,3917,-23.5385706,-46.6745338,POINT (-46.6745338 -23.5385706),20,METROPOLITANA DE SÃO PAULO,35,101.596536299138,599.0843827835898,325.9103336311868
Rua das Ameixeiras,Conjunto Residencial Jardim Canaã,50,2,0,Casa,1000,1042,-23.6546199,-46.6659794,POINT (-46.6659794 -23.6546199),20,METROPOLITANA DE SÃO PAULO,35,210.05482361256537,197.91476252803696,2037.6882839723964
Rua Turiassu,Perdizes,25,1,1,Apartamento,3800,4684,-23.5336757,-46.6662648,POINT (-46.6662648 -23.5336757),20,METROPOLITANA DE SÃO PAULO,35,234.98160594897837,183.9969609872903,325.02510765622645
Rua Mazzini,Aclimação,108,2,1,Apartamento,4125,5244,-23.5633958,-46.6255548,POINT (-46.6255548 -23.5633958),20,METROPOLITANA DE SÃO PAULO,35,59.64655728897583,519.6115650748992,980.9108462759523
Alameda Joaquim Eugênio de Lima,Jardim Paulista,70,2,1,Apartamento,3500,5601,-23.5661442,-46.6508323,POINT (-46.6508323 -23.5661442),20,METROPOLITANA DE SÃO PAULO,35,98.54764601140384,121.20914738236381,98.54764602305471
Avenida Professor Ascendino Reis,Vila Clementino,26,1,0,Studio e kitnet,2790,3366,-23.5929159,-46.6503244,POINT (-46.6503244 -23.5929159),20,METROPOLITANA DE SÃO PAULO,35,83.3984060665032,351.88754809323046,434.10945825305856
Rua dos Navegantes,Vila Penteado,80,2,0,Casa,1100,1218,-23.4689187,-46.683632,POINT (-46.683632 -23.4689187),20,METROPOLITANA DE SÃO PAULO,35,83.0618813532675,382.2138813713693,1599.2704642548924
Rua Pensilvânia,Cidade Monções,176,3,3,Apartamento,15000,17780,-23.6140325,-46.6836186,POINT (-46.6836186 -23.6140325),20,METROPOLITANA DE SÃO PAULO,35,181.4696199667855,875.1578337039654,1771.1484418303965
Rua Padre Carvalho,Pinheiros,60,2,1,Apartamento,4500,6188,-23.5599798,-46.6965375,POINT (-46.6965375 -23.5599798),20,METROPOLITANA DE SÃO PAULO,35,164.47283746606385,427.4347708539653,239.2743989904547
Rua Professor Vahia de Abreu,Vila Olímpia,95,2,2,Apartamento,9500,11460,-23.6014864,-46.680648,POINT (-46.680648 -23.6014864),20,METROPOLITANA DE SÃO PAULO,35,41.21759661808225,669.9526346727802,908.638111236759
Rua Joaquim Guarani,Jardim das Acácias,20,1,0,Apartamento,3000,3396,-23.6273931,-46.691385,POINT (-46.691385 -23.6273931),20,METROPOLITANA DE SÃO PAULO,35,198.51937420662932,743.0051440075312,1014.6035364140331
Rua Bartolomeu de Gusmão,Vila Mariana,25,1,0,Apartamento,2500,3196,-23.5844,-46.6333877,POINT (-46.6333877 -23.5844),20,METROPOLITANA DE SÃO PAULO,35,162.18890226525863,412.5649098927827,869.2193888301169
Rua Maria Daffre,Quinta da Paineira,126,2,0,Casa,2200,2621,-23.5867405,-46.5861113,POINT (-46.5861113 -23.5867405),20,METROPOLITANA DE SÃO PAULO,35,101.81114765033067,596.5045682178087,587.0087187576214
Rua Doutor Aires Martins Torres,Vila São Francisco,82,3,0,Apartamento,2000,2707,-23.5544833,-46.7565784,POINT (-46.7565784 -23.5544833),20,METROPOLITANA DE SÃO PAULO,35,146.55967040447177,1243.8603705336134,758.3697362029645
Rua Medeiros Furtado,Vila Formosa,190,3,1,Casa,2600,2765,-23.5727427,-46.5328962,POINT (-46.5328962 -23.5727427),20,METROPOLITANA DE SÃO PAULO,35,348.92449678059864,336.9626695226783,764.3092163601046
Rua Pamplona,Jardim Paulista,46,2,1,Apartamento,4200,5066,-23.5723926,-46.6621717,POINT (-46.6621717 -23.5723926),20,METROPOLITANA DE SÃO PAULO,35,338.34702965774113,624.3639489642006,232.98180095121842
Rua Doutor José de Andrade Figueira,Vila Suzana,100,3,3,Apartamento,3100,5135,-23.6194661,-46.7426227,POINT (-46.7426227 -23.6194661),20,METROPOLITANA DE SÃO PAULO,35,337.88104600103736,411.88360551509646,1417.6486239348912
Rua Herculano de Freitas,Bela Vista,42,2,1,Apartamento,4000,4771,-23.5559008,-46.6550791,POINT (-46.6550791 -23.5559008),20,METROPOLITANA DE SÃO PAULO,35,76.94037226322763,196.6873747107919,322.4242039304991
Rua Urbanizadora,Sumaré,68,2,2,Apartamento,5900,7761,-23.5408497,-46.6800918,POINT (-46.6800918 -23.5408497),20,METROPOLITANA DE SÃO PAULO,35,91.09269043403718,944.325844022492,130.9998309607908
Avenida dos Imarés,Indianópolis,64,2,1,Apartamento,10000,11190,-23.6131859,-46.665155,POINT (-46.665155 -23.6131859),20,METROPOLITANA DE SÃO PAULO,35,319.13889119871334,515.1434464219046,361.46904500484277
Rua Oscar Freire,Pinheiros,80,1,1,Apartamento,6500,7940,-23.559879,-46.6723491,POINT (-46.6723491 -23.559879),20,METROPOLITANA DE SÃO PAULO,35,219.5589405372313,240.95444641690162,376.9754188141545
Rua Guarará,Jardim Paulista,45,2,1,Apartamento,2956,4975,-23.5726072,-46.6585323,POINT (-46.6585323 -23.5726072),20,METROPOLITANA DE SÃO PAULO,35,100.42876929269228,508.43729770229464,319.00259965527965
Rua Tucuna,Perdizes,73,3,1,Apartamento,3500,5163,-23.5299102,-46.6819861,POINT (-46.6819861 -23.5299102),20,METROPOLITANA DE SÃO PAULO,35,112.43393033905278,295.5957047714909,324.5174253163596
Rua Gerivatiba,Butantã,37,1,1,Apartamento,5050,6528,-23.571704,-46.7026201,POINT (-46.7026201 -23.571704),20,METROPOLITANA DE SÃO PAULO,35,312.6209159973599,675.0416243987391,646.9388548778584
Rua Gaivota,Moema,44,1,1,Apartamento,2600,3504,-23.6099912,-46.6736759,POINT (-46.6736759 -23.6099912),20,METROPOLITANA DE SÃO PAULO,35,116.82458282513879,520.7898135419432,707.4808376611766
Rua Juquis,Indianópolis,38,1,0,Apartamento,2200,3477,-23.6079547,-46.6647381,POINT (-46.6647381 -23.6079547),20,METROPOLITANA DE SÃO PAULO,35,264.7405521784876,805.2964602222722,328.6910394333903
Rua Xerentes,Perdizes,37,1,1,Apartamento,3200,4452,-23.5323878,-46.6811001,POINT (-46.6811001 -23.5323878),20,METROPOLITANA DE SÃO PAULO,35,62.71104760495168,417.6755840939743,603.4418688262358
Rua José Maria Lisboa,Jardim Paulista,41,1,1,Apartamento,4700,6536,-23.5641546,-46.6624063,POINT (-46.6624063 -23.5641546),20,METROPOLITANA DE SÃO PAULO,35,172.37041601133964,598.5395595063849,419.0405605168096
Rua Gomes de Carvalho,Vila Olímpia,137,3,2,Apartamento,13200,15800,-23.5981452,-46.682926,POINT (-46.682926 -23.5981452),20,METROPOLITANA DE SÃO PAULO,35,238.47360104832393,1089.371946269851,487.74067302511025
Rua Doutor Diogo de Faria,Vila Clementino,35,1,1,Studio e kitnet,2300,4049,-23.5951524,-46.6503073,POINT (-46.6503073 -23.5951524),20,METROPOLITANA DE SÃO PAULO,35,192.02939428978286,153.70922911133133,576.0389484474832
Alameda Barros,Santa Cecilia,40,1,0,Apartamento,1975,2596,-23.5355801,-46.6584882,POINT (-46.6584882 -23.5355801),20,METROPOLITANA DE SÃO PAULO,35,202.54713653849095,463.16190743501204,561.5280784274144
Avenida Ipiranga,República,35,1,0,Apartamento,1550,2030,-23.5459088,-46.6447124,POINT (-46.6447124 -23.5459088),20,METROPOLITANA DE SÃO PAULO,35,122.38426284720306,194.33635629442128,243.42924969709824
Rua Doutor Ivo Define Frasca,Vila Nova Conceição,30,1,1,Apartamento,5200,6001,-23.5945056,-46.6736983,POINT (-46.6736983 -23.5945056),20,METROPOLITANA DE SÃO PAULO,35,222.161672915487,346.70452733452845,737.4940981072746
Rua Amauri,Jardim Europa,42,1,1,Apartamento,3410,5840,-23.5798604,-46.6813123,POINT (-46.6813123 -23.5798604),20,METROPOLITANA DE SÃO PAULO,35,261.47806697937995,433.61399268463015,322.88725268212033
Alameda Casa Branca,Jardim Paulista,140,2,1,Apartamento,12000,14240,-23.5621442,-46.6559504,POINT (-46.6559504 -23.5621442),20,METROPOLITANA DE SÃO PAULO,35,331.64358284428283,291.516271413686,89.03598161189285
Rua Cristiano Viana,Cerqueira César,128,3,2,Apartamento,6475,8947,-23.5580046,-46.6780258,POINT (-46.6780258 -23.5580046),20,METROPOLITANA DE SÃO PAULO,35,160.47425820230688,325.1142951351594,441.50356739342124
"Rua Antônio Sarkis, 49 - Vila Galvao, Guarulhos - Sp, Brasil",Vila Rosália,120,2,1,Casa,2600,2797,-23.4527122,-46.5591587,POINT (-46.5591587 -23.4527122),20,METROPOLITANA DE SÃO PAULO,35,1274.2757087190232,1379.4098173000941,1949.0168000874007
Rua Aureliano do Amaral,Vila Nova Esperança,250,3,2,Casa,2300,2690,-23.5920571,-46.5321836,POINT (-46.5321836 -23.5920571),20,METROPOLITANA DE SÃO PAULO,35,60.688504513833486,370.73752907573004,1386.7388783216502
Rua General Flores,Bom Retiro,80,2,0,Casa,2000,2307,-23.5207514,-46.6433446,POINT (-46.6433446 -23.5207514),20,METROPOLITANA DE SÃO PAULO,35,225.91529727476095,610.9237446204487,199.44947721922784
Rua Alonso Calhamares,Vila Regente Feijó,50,1,1,Apartamento,3200,4131,-23.5536998,-46.5668247,POINT (-46.5668247 -23.5536998),20,METROPOLITANA DE SÃO PAULO,35,174.03903593965478,771.1925970997545,1052.3874440590923
Rua Renea Ferreira de Castilho,Super Quadra Morumbi,104,2,2,Casa,2940,3118,-23.6160981,-46.7508012,POINT (-46.7508012 -23.6160981),20,METROPOLITANA DE SÃO PAULO,35,171.05985084878282,528.403058485677,690.2755491699485
Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,60,2,0,Apartamento,2310,2799,-23.5780563,-46.6405431,POINT (-46.6405431 -23.5780563),20,METROPOLITANA DE SÃO PAULO,35,123.72548310631714,339.95169307307987,752.9708521835364
Rua Raiz da Serra,Jabaquara,180,3,2,Casa,4400,4846,-23.6406777,-46.6495371,POINT (-46.6495371 -23.6406777),20,METROPOLITANA DE SÃO PAULO,35,168.8935469232756,760.1250217379655,834.1104816298025
Rua Maria Otília,Vila Regente Feijó,40,1,1,Apartamento,3100,3937,-23.5529097,-46.5672476,POINT (-46.5672476 -23.5529097),20,METROPOLITANA DE SÃO PAULO,35,195.59751770987802,754.7627584198967,1147.8141008901207
Avenida General Ataliba Leonel,Santana,70,2,0,Apartamento,1999,2217,-23.5045161,-46.6210453,POINT (-46.6210453 -23.5045161),20,METROPOLITANA DE SÃO PAULO,35,344.4329916221702,560.8931454965975,613.9862121076009
Alameda Jaú,Jardim Paulista,88,2,0,Apartamento,2900,3560,-23.5582889,-46.6638756,POINT (-46.6638756 -23.5582889),20,METROPOLITANA DE SÃO PAULO,35,447.7316363930253,375.5647873676205,267.958572041107
Rua Régis,Parque Peruche,70,1,0,Casa,1100,1172,-23.4950143,-46.6524769,POINT (-46.6524769 -23.4950143),20,METROPOLITANA DE SÃO PAULO,35,202.1486526612356,384.62426872831173,1330.2862271740253
Rua Pero Correia,Vila Mariana,38,1,0,Apartamento,2189,2518,-23.5844897,-46.6246414,POINT (-46.6246414 -23.5844897),20,METROPOLITANA DE SÃO PAULO,35,288.2870459663811,534.4012915279098,139.49599472937422
Rua Flora,Brás,25,1,0,Studio e kitnet,1200,1434,-23.5510247,-46.6187811,POINT (-46.6187811 -23.5510247),20,METROPOLITANA DE SÃO PAULO,35,334.4827852597718,610.9253950162913,331.9578125944845
Rua Campêlo,Vila Nova Mazzei,38,1,0,Apartamento,1280,1537,-23.4628476,-46.6005599,POINT (-46.6005599 -23.4628476),20,METROPOLITANA DE SÃO PAULO,35,125.30363904874378,519.6941578334589,959.9908696199698
Rua Taguá,Liberdade,68,1,1,Studio e kitnet,1500,2102,-23.5604836,-46.6365713,POINT (-46.6365713 -23.5604836),20,METROPOLITANA DE SÃO PAULO,35,64.47349390449156,258.6363103035213,161.65520824792443
Rua Aguaçaí,Pari,80,2,0,Casa,2500,2722,-23.5270974,-46.612335,POINT (-46.612335 -23.5270974),20,METROPOLITANA DE SÃO PAULO,35,113.97547419970552,887.2207962600925,77.38170567442778
Praça Doutor Mário Margarido,Liberdade,40,1,0,Apartamento,950,1381,-23.555078,-46.6288103,POINT (-46.6288103 -23.555078),20,METROPOLITANA DE SÃO PAULO,35,98.07338071191748,380.39965788076285,393.9584453165448
Rua Claudina Júlia de Oliveira,Cidade Maia,140,3,1,Apartamento,2662,2833,-23.45898,-46.5259816,POINT (-46.5259816 -23.45898),20,METROPOLITANA DE SÃO PAULO,35,4006.4472834755034,4150.945343306487,4413.128150760491
Rua Padre Sabóia de Medeiros,Vila Maria Alta,90,2,1,Casa,1500,1713,-23.497073,-46.5789855,POINT (-46.5789855 -23.497073),20,METROPOLITANA DE SÃO PAULO,35,318.2789104797838,786.9679421719438,2480.6974505732182
Rua Freire de Andrade,Jardim Vila Galvão,120,2,2,Casa,2000,2136,-23.4671461,-46.5556853,POINT (-46.5556853 -23.4671461),20,METROPOLITANA DE SÃO PAULO,35,1051.1029074620612,1753.0652599628902,2955.537451987406
Rua Baturité,Aclimação,320,5,0,Casa,7000,8579,-23.5699076,-46.6283323,POINT (-46.6283323 -23.5699076),20,METROPOLITANA DE SÃO PAULO,35,220.2327878969226,500.27682800874,348.8021219897319
Rua Solidônio Leite,Vila Ivone,2,2,2,Casa,2500,2711,-23.5805993,-46.5500418,POINT (-46.5500418 -23.5805993),20,METROPOLITANA DE SÃO PAULO,35,90.59172942392789,337.6058842632613,1149.127963991443
Avenida do Oratório,Jardim Ângela (zona Leste),43,2,1,Apartamento,1400,1454,-23.5830162,-46.5592605,POINT (-46.5592605 -23.5830162),20,METROPOLITANA DE SÃO PAULO,35,30.68482596163514,630.3253215311702,1750.4457314190663
Rua Marquês Olinda,Vila Dom Pedro I,84,2,1,Apartamento,4750,5763,-23.6000364,-46.6083467,POINT (-46.6083467 -23.6000364),20,METROPOLITANA DE SÃO PAULO,35,99.10674372489378,264.33622921234456,325.9709929284253
Rua Santos,Taboão,120,2,2,Casa em condomínio,3366,4325,-23.6589487,-46.6061738,POINT (-46.6061738 -23.6589487),20,METROPOLITANA DE SÃO PAULO,35,729.4822592809165,851.7588288682604,2296.3016474893625
Rua Vicenza,Vila Dom Pedro Ii,35,1,0,Apartamento,1450,1705,-23.4886036,-46.6033536,POINT (-46.6033536 -23.4886036),20,METROPOLITANA DE SÃO PAULO,35,222.5284492362299,574.4332306907427,815.2813172643495
Rua Ministro Heitor Bastos Tigre,Jardim Monte Kemel,180,3,4,Casa,3600,4025,-23.6020496,-46.7394449,POINT (-46.7394449 -23.6020496),20,METROPOLITANA DE SÃO PAULO,35,184.5242418952962,668.9217053281324,1184.4267312469758
Rua Glória do Goitá,Vila Independencia,36,1,0,Apartamento,1560,1986,-23.5851421,-46.5631599,POINT (-46.5631599 -23.5851421),20,METROPOLITANA DE SÃO PAULO,35,323.80395451437005,485.07000029777873,1893.7683204173675
Rua Martins Pais,Vila Laís,45,1,0,Casa,1200,1351,-23.5228006,-46.5357048,POINT (-46.5357048 -23.5228006),20,METROPOLITANA DE SÃO PAULO,35,172.30115078321396,937.4938737597689,781.0001749951437
Avenida Amador Bueno da Veiga,Penha de França,45,1,0,Casa,895,1086,-23.5214645,-46.5283885,POINT (-46.5283885 -23.5214645),20,METROPOLITANA DE SÃO PAULO,35,354.68268775511433,227.92998905360352,841.1625023117106
Rua Coronel Lisboa,Vila Mariana,200,4,2,Casa,4500,5363,-23.5913454,-46.6392753,POINT (-46.6392753 -23.5913454),20,METROPOLITANA DE SÃO PAULO,35,30.542276897602374,362.62824470059275,216.58679108975267
Rua Comendador Vicente Lentini,Cambuci,65,1,0,Apartamento,1700,2266,-23.5631299,-46.6302453,POINT (-46.6302453 -23.5631299),20,METROPOLITANA DE SÃO PAULO,35,230.72742603912815,395.70449174735137,530.4815445484353
Rua Ascânio,Chácara Mafalda,80,2,0,Casa,1550,1646,-23.5725095,-46.5523435,POINT (-46.5523435 -23.5725095),20,METROPOLITANA DE SÃO PAULO,35,283.9777072337219,706.7267145792417,678.3614256526905
Rua Sepetiba,Siciliano,120,2,1,Casa,3500,3865,-23.5320848,-46.7018428,POINT (-46.7018428 -23.5320848),20,METROPOLITANA DE SÃO PAULO,35,245.37900976372572,74.34497493686739,353.0810677114111
Avenida Celso Garcia,Brás,54,1,0,Apartamento,1520,1678,-23.5397235,-46.610307,POINT (-46.610307 -23.5397235),20,METROPOLITANA DE SÃO PAULO,35,63.84214136893141,254.21802214389265,273.75033078124807
Avenida Marechal Eurico Gaspar Dutra,Santana,35,1,0,Apartamento,1500,1520,-23.4892628,-46.6115034,POINT (-46.6115034 -23.4892628),20,METROPOLITANA DE SÃO PAULO,35,242.11980045464892,754.1159196221068,1111.8209811441725
Rua Orlando Murgel,Parque Jabaquara,250,3,2,Casa,3500,3856,-23.6392894,-46.656024,POINT (-46.656024 -23.6392894),20,METROPOLITANA DE SÃO PAULO,35,239.27711238734304,1138.3493458786397,288.2125565845241
Rua Giácomo Cozzarelli,Vila Santa Teresa (zona Sul),47,2,1,Apartamento,1200,1565,-23.6534761,-46.60379,POINT (-46.60379 -23.6534761),20,METROPOLITANA DE SÃO PAULO,35,179.83250073232966,828.2805399072307,2000.7633023172561
Rua Flora,Brás,49,2,0,Apartamento,1650,2091,-23.5510247,-46.6187811,POINT (-46.6187811 -23.5510247),20,METROPOLITANA DE SÃO PAULO,35,334.4827852597718,610.9253950162913,331.9578125944845
Rua Clélia,Vila Pires,272,3,6,Casa,4100,4374,-23.6733313,-46.5111924,POINT (-46.5111924 -23.6733313),20,METROPOLITANA DE SÃO PAULO,35,5738.306957056258,5769.142378516274,5814.7925012649075
Rua da Glória,Liberdade,35,1,0,Studio e kitnet,2300,2923,-23.5601198,-46.6326836,POINT (-46.6326836 -23.5601198),20,METROPOLITANA DE SÃO PAULO,35,216.28747114327538,124.40685208790288,212.7563220768081
Avenida Onze de Agosto,Jardim Silvestre,60,2,0,Casa,1250,1413,-23.6746356,-46.5591745,POINT (-46.5591745 -23.6746356),20,METROPOLITANA DE SÃO PAULO,35,2861.2151742138253,4777.679347477186,6449.208421440159
Rua Nilza,Vila Esperança,42,1,0,Apartamento,1850,2121,-23.5231665,-46.5215787,POINT (-46.5215787 -23.5231665),20,METROPOLITANA DE SÃO PAULO,35,102.50619426580784,507.54243572276323,1159.399081787728
Rua Santa Ângela,Vila Palmeiras,70,2,0,Apartamento,1350,1430,-23.4927877,-46.6862084,POINT (-46.6862084 -23.4927877),20,METROPOLITANA DE SÃO PAULO,35,195.57711938846933,245.6965362532592,1332.05541751157
Rua Dona Brígida,Vila Mariana,150,2,2,Casa,4300,4525,-23.5863525,-46.6301135,POINT (-46.6301135 -23.5863525),20,METROPOLITANA DE SÃO PAULO,35,242.4184656045701,72.12479860479046,725.9819785273376
Rua Tabapuã,Itaim Bibi,121,3,0,Apartamento,3702,4774,-23.5826721,-46.6741677,POINT (-46.6741677 -23.5826721),20,METROPOLITANA DE SÃO PAULO,35,112.71750379309233,257.5448941335653,196.37329394970718
Rua Jaci,Chácara Inglesa,82,3,2,Apartamento,3250,4503,-23.605836,-46.6285359,POINT (-46.6285359 -23.605836),20,METROPOLITANA DE SÃO PAULO,35,283.4411195279361,559.1140430233438,1156.9786555585242
Rua Rodovalho Junior,Penha de França,60,2,0,Casa,1650,1720,-23.5191496,-46.547635,POINT (-46.547635 -23.5191496),20,METROPOLITANA DE SÃO PAULO,35,226.86783521467845,883.949746666908,669.6268792664381
Rua Iberê da Costa Franco,Vila Libanesa,73,1,0,Casa,870,907,-23.5086928,-46.5056654,POINT (-46.5056654 -23.5086928),20,METROPOLITANA DE SÃO PAULO,35,215.1692075385467,353.1754349530145,1462.368949059558
Rua Hyde Park,Vila Londrina,120,2,0,Casa,1850,1991,-23.5112633,-46.5397527,POINT (-46.5397527 -23.5112633),20,METROPOLITANA DE SÃO PAULO,35,364.3318421907235,314.76797115438046,1688.1467267227727
Rua Ângelo Franchini,Vila Sirene,157,2,2,Casa,2800,3027,-23.5972778,-46.5304389,POINT (-46.5304389 -23.5972778),20,METROPOLITANA DE SÃO PAULO,35,182.05690293343898,784.0232630872232,1455.8793534521835
Rua Antonio Avelino Neves,Jardim Valéria,67,1,0,Casa,750,832,-23.4242932,-46.5302257,POINT (-46.5302257 -23.4242932),20,METROPOLITANA DE SÃO PAULO,35,3974.9787633083083,4143.506731385648,5666.685908678257
Rua Rafael de Oliveira,Água Fria,150,2,0,Casa,2300,2523,-23.4848631,-46.6254576,POINT (-46.6254576 -23.4848631),20,METROPOLITANA DE SÃO PAULO,35,253.43808979991056,347.4344789165767,766.0131709392059
Rua Antônio Baião,Vila Santa Clara,82,2,2,Casa em condomínio,3000,3769,-23.5799471,-46.5569177,POINT (-46.5569177 -23.5799471),20,METROPOLITANA DE SÃO PAULO,35,214.21298503410088,693.6114962092282,1501.577684733811
Rua Gustavo de Godoi,Guaiaúna,37,2,0,Apartamento,1690,2089,-23.5315908,-46.5468593,POINT (-46.5468593 -23.5315908),20,METROPOLITANA DE SÃO PAULO,35,133.9527546036626,495.2002353010965,657.2733616917727
Rua Maria José da Conceição,Santo Amaro,55,2,1,Apartamento,2750,3708,-23.6325566,-46.7390437,POINT (-46.7390437 -23.6325566),20,METROPOLITANA DE SÃO PAULO,35,122.0202126447184,499.5862329820989,173.16949862750795
Rua Francisca Miquelina,Bela Vista,36,1,0,Studio e kitnet,2100,2981,-23.5549126,-46.6402054,POINT (-46.6402054 -23.5549126),20,METROPOLITANA DE SÃO PAULO,35,120.84313658019418,197.62707509474626,310.5163001181796
Rua Coronel Higino Borges dos Santos,Santana,160,3,2,Casa,5250,5738,-23.5028853,-46.6323143,POINT (-46.6323143 -23.5028853),20,METROPOLITANA DE SÃO PAULO,35,93.97655445976578,90.72827576825267,839.7057947141888
Rua Manuel Soeiro Ramirez,Jardim Mimar,60,2,1,Casa,1500,1588,-23.6101702,-46.5247293,POINT (-46.5247293 -23.6101702),20,METROPOLITANA DE SÃO PAULO,35,141.52431905828598,361.52810528331713,1240.6780664117882
Rua Conde de Sarzedas,Sé,39,2,0,Apartamento,2100,2511,-23.5535185,-46.6329762,POINT (-46.6329762 -23.5535185),20,METROPOLITANA DE SÃO PAULO,35,148.01548377348692,513.7460666341376,70.98880782408584
Rua do Tramway,Parada Inglesa,47,1,1,Apartamento,2000,2829,-23.4833921,-46.6099785,POINT (-46.6099785 -23.4833921),20,METROPOLITANA DE SÃO PAULO,35,274.43875791632155,317.1613249444705,575.8775082543959
Rua Flora,Brás,52,2,0,Apartamento,2000,2457,-23.5510247,-46.6187811,POINT (-46.6187811 -23.5510247),20,METROPOLITANA DE SÃO PAULO,35,334.4827852597718,610.9253950162913,331.9578125944845
Rua Sebastião Dias,Vila Zat,70,2,1,Casa,1376,1526,-23.4796262,-46.7152999,POINT (-46.7152999 -23.4796262),20,METROPOLITANA DE SÃO PAULO,35,212.1016382784105,484.5739617265698,437.87943234774
Rua Dona Vitória Speers,Vila Formosa,80,3,0,Casa,2000,2285,-23.5705093,-46.5499118,POINT (-46.5499118 -23.5705093),20,METROPOLITANA DE SÃO PAULO,35,104.09377657465416,517.4731067270782,410.4475797070139
Rua Nobel Almeida Kuke,Parque Continental Ii,64,1,0,Casa,1150,1267,-23.430932,-46.5496007,POINT (-46.5496007 -23.430932),20,METROPOLITANA DE SÃO PAULO,35,1880.708593813938,2120.1505179966234,3605.974726739411
