address,district,area,bedrooms,garage,type,rent,total,latitude,longitude,geometry,ID,NM_MESO,CD_GEOCODU,distance_to_schools,distance_to_hospitals,distance_to_parks
Rua Dom Bento Pickel,Casa Verde Alta,35,1,0,Casa,1300,1464,-23.4881429,-46.6620509,POINT (-46.6620509 -23.4881429),20,METROPOLITANA DE SÃO PAULO,35,200.2082139927433,288.87450655847243,1496.1051179363212
Rua Carlos Comenale,Bela Vista,42,1,1,Apartamento,3720,4584,-23.5606892,-46.6558579,POINT (-46.6558579 -23.5606892),20,METROPOLITANA DE SÃO PAULO,35,444.09291770017643,130.45592974206562,72.48171637175595
Rua Frei Caneca,Consolação,26,0,0,Studio e kitnet,2810,3306,-23.5518916,-46.649261,POINT (-46.649261 -23.5518916),20,METROPOLITANA DE SÃO PAULO,35,96.6155116408911,583.7920283509395,346.907064984052
Rua Matias Aires,Consolação,100,3,1,Apartamento,2500,4626,-23.5556488,-46.6573909,POINT (-46.6573909 -23.5556488),20,METROPOLITANA DE SÃO PAULO,35,233.26584190125823,229.89872589355068,150.80038075157228
Rua São Francisco,Sé,26,1,0,Apartamento,975,1448,-23.5486059,-46.6385016,POINT (-46.6385016 -23.5486059),20,METROPOLITANA DE SÃO PAULO,35,326.3867470515036,148.43279530255677,228.5874935025568
Rua Ibirajá,Vila Guarani (zona Sul),80,2,2,Apartamento,3600,5288,-23.6313075,-46.6398786,POINT (-46.6398786 -23.6313075),20,METROPOLITANA DE SÃO PAULO,35,216.16468734403333,323.65251283620336,631.4911744601694
Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,66,2,1,Apartamento,1460,2235,-23.6165865,-46.6108766,POINT (-46.6108766 -23.6165865),20,METROPOLITANA DE SÃO PAULO,35,195.38549644335308,681.5366997595643,225.04211332327958
Rua Desembargador Aragão,Vila Mariana,22,1,0,Apartamento,2800,3293,-23.5931034,-46.6310962,POINT (-46.6310962 -23.5931034),20,METROPOLITANA DE SÃO PAULO,35,158.6705719745719,328.91060142050713,410.16552166102855
Rua Antônio Gomes Ferreira,Parque Fongaro,35,2,1,Apartamento,1388,1871,-23.6339516,-46.5941399,POINT (-46.5941399 -23.6339516),20,METROPOLITANA DE SÃO PAULO,35,283.06713325433236,521.3807213720211,1408.956706534632
Rua Val de Palmas,Vila Santa Clara,48,2,1,Apartamento,2328,2868,-23.5762798,-46.565149,POINT (-46.565149 -23.5762798),20,METROPOLITANA DE SÃO PAULO,35,88.5284975676226,669.3626513938817,1751.0355125814517
Rua Major Sertório,Vila Buarque,25,1,0,Apartamento,2500,3046,-23.545429,-46.647015,POINT (-46.647015 -23.545429),20,METROPOLITANA DE SÃO PAULO,35,192.81363213227556,310.66950486758145,230.4033779926049
Rua Castilho,Brooklin,67,2,1,Apartamento,5750,7059,-23.6132843,-46.6912612,POINT (-46.6912612 -23.6132843),20,METROPOLITANA DE SÃO PAULO,35,219.25302348068163,345.3690237231691,1206.1330036964102
Rua Turiassu,Perdizes,18,1,0,Studio e kitnet,3200,3813,-23.5300179,-46.6769814,POINT (-46.6769814 -23.5300179),20,METROPOLITANA DE SÃO PAULO,35,198.56922568367304,44.27331264136993,456.96760210859867
Rua Valdir Niemeyer,Sumaré,29,1,0,Apartamento,2900,3562,-23.5452637,-46.6896314,POINT (-46.6896314 -23.5452637),20,METROPOLITANA DE SÃO PAULO,35,394.34734020671704,225.09409567747383,971.6324463932712
Rua Gomes de Carvalho,Vila Olímpia,74,2,1,Apartamento,3300,4476,-23.5948667,-46.6896067,POINT (-46.6896067 -23.5948667),20,METROPOLITANA DE SÃO PAULO,35,692.0855627832143,918.8162661192042,226.4484225618993
Avenida Guapira,Tucuruvi,29,1,0,Apartamento,2000,2527,-23.4779665,-46.5978978,POINT (-46.5978978 -23.4779665),20,METROPOLITANA DE SÃO PAULO,35,344.2584027265318,996.5634601195275,591.958535617029
Rua João de Sousa Dias,Campo Belo,77,3,2,Apartamento,3300,4425,-23.6214161,-46.674426,POINT (-46.674426 -23.6214161),20,METROPOLITANA DE SÃO PAULO,35,142.20377873592636,952.7101280299291,1461.8284535221437
Rua do Lavapés,Cambuci,48,2,0,Apartamento,1224,1760,-23.5622441,-46.6216806,POINT (-46.6216806 -23.5622441),20,METROPOLITANA DE SÃO PAULO,35,74.26045281778778,479.11308358211176,1174.0852177289564
Rua Alicante,Vila Granada,38,2,0,Apartamento,2200,2328,-23.524594,-46.5168354,POINT (-46.5168354 -23.524594),20,METROPOLITANA DE SÃO PAULO,35,145.30490901824973,829.9329421685172,1541.6900933858528
Avenida Miruna,Indianópolis,30,1,0,Apartamento,2610,3609,-23.6130784,-46.6635506,POINT (-46.6635506 -23.6130784),20,METROPOLITANA DE SÃO PAULO,35,157.23008855606,373.22561223498116,450.82412127766014
Rua Brigadeiro Galvão,Barra Funda,96,3,2,Apartamento,6500,8146,-23.5272693,-46.6607021,POINT (-46.6607021 -23.5272693),20,METROPOLITANA DE SÃO PAULO,35,268.7306231051537,731.168680560069,372.4962390872911
Rua Vicente de Carvalho,Vila Príncipe de Gales,38,2,1,Apartamento,1650,1890,-23.6619957,-46.5529293,POINT (-46.5529293 -23.6619957),20,METROPOLITANA DE SÃO PAULO,35,4259.289226434142,4514.635134610486,5544.28853625199
Rua João Simões de Souza,Parque Reboucas,89,2,2,Apartamento,4350,5430,-23.6232366,-46.7441398,POINT (-46.7441398 -23.6232366),20,METROPOLITANA DE SÃO PAULO,35,353.30942096696316,698.6105430878433,1117.5823080617217
Rua Doutor Mário Ferraz,Jardim Europa,100,3,1,Apartamento,5000,6938,-23.582984,-46.6863932,POINT (-46.6863932 -23.582984),20,METROPOLITANA DE SÃO PAULO,35,132.1437369024599,217.33937025842556,394.5948836415655
Rua Tamandaré,Liberdade,32,1,1,Apartamento,2000,2950,-23.5633819,-46.6344337,POINT (-46.6344337 -23.5633819),20,METROPOLITANA DE SÃO PAULO,35,212.70951471328198,38.995421321607225,265.15262046603544
Rua Carneiro da Cunha,Vila da Saúde,77,2,2,Apartamento,2430,3647,-23.617426,-46.6360088,POINT (-46.6360088 -23.617426),20,METROPOLITANA DE SÃO PAULO,35,49.572521006416174,438.7181502747908,976.6714151858814
Avenida Montemagno,Vila Formosa,400,3,3,Casa,4500,5222,-23.564385,-46.5592399,POINT (-46.5592399 -23.564385),20,METROPOLITANA DE SÃO PAULO,35,220.13071705087714,16.451039614724813,381.4032404009994
Rua Tomaz Paulino de Almeida,Vila Hebe,24,1,0,Studio e kitnet,900,935,-23.4748148,-46.6714782,POINT (-46.6714782 -23.4748148),20,METROPOLITANA DE SÃO PAULO,35,201.69213131075543,554.0502056753985,197.50976738648143
Rua Dionísio da Costa,Vila Mariana,38,1,1,Studio e kitnet,5200,6330,-23.5896869,-46.6259813,POINT (-46.6259813 -23.5896869),20,METROPOLITANA DE SÃO PAULO,35,229.94797234197725,567.4136011740715,712.169082374274
Rua Humberto I,Vila Mariana,22,1,0,Apartamento,2800,3259,-23.5842757,-46.64253,POINT (-46.64253 -23.5842757),20,METROPOLITANA DE SÃO PAULO,35,182.60570361402182,270.92676699299335,584.4268368104973
Rua Doutor Brasílio Machado,Santa Cecília,82,2,0,Apartamento,6000,7105,-23.5385992,-46.6593194,POINT (-46.6593194 -23.5385992),20,METROPOLITANA DE SÃO PAULO,35,219.12307389915742,262.4668697497708,219.12307389103756
Rua Eugênia Sá Vitale,Vila Santa Luzia,51,2,1,Apartamento,2738,3296,-23.6578984,-46.6063683,POINT (-46.6063683 -23.6578984),20,METROPOLITANA DE SÃO PAULO,35,617.7660592045612,814.8774499115209,2189.0356588616605
Rua Bento Frias,Pinheiros,33,1,1,Studio e kitnet,4500,5329,-23.5728567,-46.7029385,POINT (-46.7029385 -23.5728567),20,METROPOLITANA DE SÃO PAULO,35,363.05447923105424,727.7315459457848,634.5935675464226
Rua Doutor Bettencourt Rodrigues,Sé,61,1,0,Apartamento,1440,2003,-23.5497736,-46.6307917,POINT (-46.6307917 -23.5497736),20,METROPOLITANA DE SÃO PAULO,35,152.43233285370727,288.0367288329527,184.24827804635103
Avenida Conselheiro Rodrigues Alves,Vila Mariana,90,3,1,Apartamento,3366,4817,-23.5829852,-46.6408985,POINT (-46.6408985 -23.5829852),20,METROPOLITANA DE SÃO PAULO,35,74.67132854351142,90.78290560740163,699.9698779288586
Avenida Rouxinol,Indianópolis,35,1,1,Apartamento,2800,3978,-23.6006468,-46.6738412,POINT (-46.6738412 -23.6006468),20,METROPOLITANA DE SÃO PAULO,35,128.73349178169823,520.3312639927727,1237.602115282476
Avenida Jurema,Indianópolis,78,2,1,Apartamento,4200,6119,-23.6104772,-46.6563991,POINT (-46.6563991 -23.6104772),20,METROPOLITANA DE SÃO PAULO,35,164.8426288967154,317.1107926657062,1056.645809526018
Rua Voluntários da Pátria,Santana,67,3,1,Apartamento,2800,3813,-23.50522,-46.6262536,POINT (-46.6262536 -23.50522),20,METROPOLITANA DE SÃO PAULO,35,104.9572393348881,582.1068549118631,938.926208290443
Rua São Florêncio,Cangaiba,53,2,0,Apartamento,2000,2611,-23.5081309,-46.531445,POINT (-46.531445 -23.5081309),20,METROPOLITANA DE SÃO PAULO,35,69.29159776225048,601.9671170420231,1108.601001259986
Rua Doutor Orlando Zamitti Mammana,Jardim Paraíso,68,2,1,Apartamento,3500,5041,-23.4807471,-46.6312566,POINT (-46.6312566 -23.4807471),20,METROPOLITANA DE SÃO PAULO,35,406.91389725432373,388.74396527313775,201.7258745308209
Rua Fiandeiras,Vila Olímpia,40,1,1,Apartamento,2300,4009,-23.5969974,-46.6764655,POINT (-46.6764655 -23.5969974),20,METROPOLITANA DE SÃO PAULO,35,230.54217809120385,741.3767183576022,803.5357061104563
Rua Luís Coelho,Consolação,48,1,1,Studio e kitnet,2100,3692,-23.5565553,-46.6594056,POINT (-46.6594056 -23.5565553),20,METROPOLITANA DE SÃO PAULO,35,203.92892737655276,335.7577829092401,114.03269199649164
Rua Oscar Freire,Cerqueira César,82,2,1,Apartamento,4000,5269,-23.5650996,-46.66673,POINT (-46.66673 -23.5650996),20,METROPOLITANA DE SÃO PAULO,35,306.49294465304314,915.29494909321,391.53830040641765
Alameda Jauaperi,Indianópolis,20,1,0,Studio e kitnet,3800,4449,-23.6008928,-46.6633495,POINT (-46.6633495 -23.6008928),20,METROPOLITANA DE SÃO PAULO,35,74.97014398624184,266.6294193019638,675.485545607613
Rua Humberto I,Vila Mariana,21,1,0,Apartamento,2500,3146,-23.5842757,-46.64253,POINT (-46.64253 -23.5842757),20,METROPOLITANA DE SÃO PAULO,35,182.60570361402182,270.92676699299335,584.4268368104973
Rua Liestal,Lauzane Paulista,52,2,1,Apartamento,904,1676,-23.4726261,-46.6429329,POINT (-46.6429329 -23.4726261),20,METROPOLITANA DE SÃO PAULO,35,159.97776028548031,313.16414728315306,812.1056161038019
Rua Oliveira Catrambi,Jardim Vila Formosa,40,2,0,Apartamento,6000,6832,-23.5713505,-46.5253664,POINT (-46.5253664 -23.5713505),20,METROPOLITANA DE SÃO PAULO,35,141.33919597223692,953.1059017144568,1080.6155032015256
Rua da Fonte,Jardim Bela Vista,130,3,3,Apartamento,3500,4819,-23.5629263,-46.779588,POINT (-46.779588 -23.5629263),20,METROPOLITANA DE SÃO PAULO,35,1361.1800501595217,1487.7872961087717,2599.7327214714596
Rua Ministro Godói,Perdizes,24,1,0,Studio e kitnet,3000,3589,-23.5383278,-46.6723021,POINT (-46.6723021 -23.5383278),20,METROPOLITANA DE SÃO PAULO,35,298.17288649348154,657.0864196454205,100.46355893707425
"Rua França Pinto, 1255 - Vila Mariana, São Paulo - Sp, Brasil",Vila Mariana,96,3,1,Apartamento,3000,3920,-23.5896052,-46.6479707,POINT (-46.6479707 -23.5896052),20,METROPOLITANA DE SÃO PAULO,35,181.82782599985407,537.8819140594978,299.53260954169485
Rua José Gomes Falcão,Parque Industrial Tomas Edson,162,3,2,Apartamento,8500,10120,-23.5225758,-46.6612648,POINT (-46.6612648 -23.5225758),20,METROPOLITANA DE SÃO PAULO,35,228.66246803309608,997.427153260474,614.7015038498354
Rua Angá,Vila Formosa,57,2,1,Apartamento,2400,2902,-23.5704664,-46.5486926,POINT (-46.5486926 -23.5704664),20,METROPOLITANA DE SÃO PAULO,35,35.22399073593827,435.56177984766157,288.0528694376103
Rua Fábia,Vila Romana,104,3,2,Apartamento,6900,8782,-23.5270814,-46.6990932,POINT (-46.6990932 -23.5270814),20,METROPOLITANA DE SÃO PAULO,35,331.40406000256144,376.0689671246027,148.62278191134666
Rua Yayá,Jardim Canhema,45,2,1,Apartamento,1800,2234,-23.6805788,-46.6020888,POINT (-46.6020888 -23.6805788),20,METROPOLITANA DE SÃO PAULO,35,2710.1200425143334,2864.281184431061,3807.673488401982
Alameda Barros,Santa Cecília,75,3,2,Apartamento,3750,5440,-23.536349,-46.6566334,POINT (-46.6566334 -23.536349),20,METROPOLITANA DE SÃO PAULO,35,11.603235441690975,334.5128164705158,579.3424363278288
Rua Afonso Bandeira de Melo,Campo Belo,65,1,1,Apartamento,2800,3964,-23.6223057,-46.6659495,POINT (-46.6659495 -23.6223057),20,METROPOLITANA DE SÃO PAULO,35,232.7419382293559,436.33708587189415,1335.273404019101
Rua dos Americanos,Barra Funda,56,2,2,Apartamento,3100,4417,-23.5207088,-46.6555956,POINT (-46.6555956 -23.5207088),20,METROPOLITANA DE SÃO PAULO,35,177.02923030682285,597.4589461332527,241.1485172399465
Avenida Macuco,Moema,60,2,1,Apartamento,3900,5903,-23.6046751,-46.6653628,POINT (-46.6653628 -23.6046751),20,METROPOLITANA DE SÃO PAULO,35,82.34394547107871,570.5311424665634,635.8351334661271
Rua Alexandre Benois,Vila Andrade,70,1,2,Apartamento,2750,3728,-23.6355328,-46.7378303,POINT (-46.7378303 -23.6355328),20,METROPOLITANA DE SÃO PAULO,35,119.05782984089568,726.1643036305937,449.30238462910415
Rua Ministro Godói,Perdizes,22,1,0,Studio e kitnet,2500,3050,-23.5383278,-46.6723021,POINT (-46.6723021 -23.5383278),20,METROPOLITANA DE SÃO PAULO,35,298.17288649348154,657.0864196454205,100.46355893707425
Rua Jorge Tibiriçá,Vila Mariana,80,3,2,Apartamento,6000,7533,-23.5981621,-46.6336517,POINT (-46.6336517 -23.5981621),20,METROPOLITANA DE SÃO PAULO,35,107.25382931970623,142.3271526823618,213.6682511523986
Rua Ministro Roberto Cardoso Alves,Jardim Novo Santo Amaro,50,2,0,Apartamento,1900,2350,-23.6435873,-46.6948598,POINT (-46.6948598 -23.6435873),20,METROPOLITANA DE SÃO PAULO,35,381.3421769089878,733.8972364178146,1380.0300975745197
Rua Tuim,Vila Uberabinha,43,1,1,Apartamento,3000,4816,-23.6034299,-46.6719437,POINT (-46.6719437 -23.6034299),20,METROPOLITANA DE SÃO PAULO,35,73.89638763364884,399.33337210626314,924.7452215069839
Avenida Doutor Cardoso de Melo,Vila Olímpia,75,2,2,Apartamento,11250,12830,-23.6025398,-46.6759245,POINT (-46.6759245 -23.6025398),20,METROPOLITANA DE SÃO PAULO,35,66.28371204957473,290.7307848674191,1268.8638576789187
Rua Paim,Bela Vista,49,1,1,Studio e kitnet,2100,2826,-23.5548176,-46.6490388,POINT (-46.6490388 -23.5548176),20,METROPOLITANA DE SÃO PAULO,35,64.41134365722449,438.6323934430468,356.9049809416003
Rua Professor Atílio Innocenti,Vila Nova Conceição,48,1,1,Apartamento,3733,5189,-23.5883847,-46.6810638,POINT (-46.6810638 -23.5883847),20,METROPOLITANA DE SÃO PAULO,35,398.93164007144213,350.46003412481133,276.0191222236429
Rua Doutor Chibata Miyakoshi,Paraíso do Morumbi,34,1,1,Studio e kitnet,3050,4613,-23.6258953,-46.7223254,POINT (-46.7223254 -23.6258953),20,METROPOLITANA DE SÃO PAULO,35,141.69771059809014,926.5765499955851,1517.6438154683374
Rua Marechal Hermes da Fonseca,Santana,52,1,1,Apartamento,1592,2004,-23.497986,-46.6321384,POINT (-46.6321384 -23.497986),20,METROPOLITANA DE SÃO PAULO,35,259.41507923960415,556.4153462713031,501.4178312148642
Alameda dos Aicás,Indianópolis,48,1,1,Apartamento,2500,3632,-23.6081543,-46.6573912,POINT (-46.6573912 -23.6081543),20,METROPOLITANA DE SÃO PAULO,35,103.24960630443616,515.2780826260257,983.5333499117509
Rua Nicola Rollo,Vila Andrade,87,3,1,Apartamento,5000,6475,-23.6291579,-46.7431115,POINT (-46.7431115 -23.6291579),20,METROPOLITANA DE SÃO PAULO,35,145.25044912171654,759.105221481847,598.1431054475152
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,46,1,1,Studio e kitnet,5000,6673,-23.5938828,-46.6477032,POINT (-46.6477032 -23.5938828),20,METROPOLITANA DE SÃO PAULO,35,217.4813821090015,81.3285077955484,318.7899852501445
Rua Doutor Penaforte Mendes,Bela Vista,27,1,0,Studio e kitnet,2800,3531,-23.5547955,-46.6516181,POINT (-46.6516181 -23.5547955),20,METROPOLITANA DE SÃO PAULO,35,62.1015084476852,394.24435240496877,106.82122319175215
Rua Jumana,Mooca,88,2,1,Apartamento,1850,2856,-23.5657609,-46.5981262,POINT (-46.5981262 -23.5657609),20,METROPOLITANA DE SÃO PAULO,35,43.322026884567514,371.86219754639404,1714.4819913709146
Rua Fernão Dias,Pinheiros,100,1,2,Apartamento,13000,15620,-23.5669334,-46.6955626,POINT (-46.6955626 -23.5669334),20,METROPOLITANA DE SÃO PAULO,35,230.42496194263575,823.8919663568762,653.7591054482021
Rua Alvorada,Vila Olímpia,60,2,1,Apartamento,6500,8359,-23.6019955,-46.6809129,POINT (-46.6809129 -23.6019955),20,METROPOLITANA DE SÃO PAULO,35,103.70705598698532,660.5502794833945,932.7884709456431
Rua Casa do Ator,Vila Olímpia,93,2,2,Apartamento,15000,18090,-23.5989412,-46.678818,POINT (-46.678818 -23.5989412),20,METROPOLITANA DE SÃO PAULO,35,244.7341549764348,768.1032522974107,895.3871391995945
Rua Comendador Miguel Calfat,Vila Nova Conceição,70,2,1,Apartamento,5500,6913,-23.5922288,-46.6728155,POINT (-46.6728155 -23.5922288),20,METROPOLITANA DE SÃO PAULO,35,203.437012066039,170.61538245789936,690.091305163731
Rua Heinrich Hertz,Cidade Monções,30,1,1,Studio e kitnet,3000,4975,-23.609289,-46.695432,POINT (-46.695432 -23.609289),20,METROPOLITANA DE SÃO PAULO,35,490.5603262876214,426.1636695600293,1205.2190828558641
Rua Quixadá,Vila Invernada,45,2,1,Apartamento,2200,2707,-23.568184,-46.5675969,POINT (-46.5675969 -23.568184),20,METROPOLITANA DE SÃO PAULO,35,169.4371042912311,515.3297293249302,1077.9669921529455
Rua Guarapuava,Mooca,39,1,1,Studio e kitnet,3000,3499,-23.5476999,-46.6051591,POINT (-46.6051591 -23.5476999),20,METROPOLITANA DE SÃO PAULO,35,361.09588447131307,154.6844585213029,860.8385835911276
Rua Abaíbas,Vila Palmeiras,30,1,0,Casa,770,889,-23.4956884,-46.6879018,POINT (-46.6879018 -23.4956884),20,METROPOLITANA DE SÃO PAULO,35,250.94202657804692,279.10047765078593,1332.8662275224754
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,85,3,1,Apartamento,2600,3485,-23.6230076,-46.7379133,POINT (-46.7379133 -23.6230076),20,METROPOLITANA DE SÃO PAULO,35,127.41798986492772,731.7935177899865,937.9531719540636
Avenida Cupecê,Jardim Prudência,40,2,0,Apartamento,1800,2199,-23.6710373,-46.6465404,POINT (-46.6465404 -23.6710373),20,METROPOLITANA DE SÃO PAULO,35,97.27631794902123,317.0527538652238,1124.9164765621922
Rua Glicério,Liberdade,45,1,1,Apartamento,1906,2478,-23.5598117,-46.6311518,POINT (-46.6311518 -23.5598117),20,METROPOLITANA DE SÃO PAULO,35,258.66548602270194,119.58396286703433,372.6460013232146
Rua Álvaro Rodrigues,Vila Cordeiro,43,1,1,Studio e kitnet,3000,3898,-23.622185,-46.6865412,POINT (-46.6865412 -23.622185),20,METROPOLITANA DE SÃO PAULO,35,105.81762442315885,219.6176967950684,1274.2550966335139
Rua Aimberê,Sumaré,57,2,1,Apartamento,4500,5646,-23.5441987,-46.6867665,POINT (-46.6867665 -23.5441987),20,METROPOLITANA DE SÃO PAULO,35,376.12049628995084,534.8827900603437,656.3931572513695
Avenida João Dias,Santo Amaro,67,2,0,Apartamento,2100,2898,-23.6461864,-46.708651,POINT (-46.708651 -23.6461864),20,METROPOLITANA DE SÃO PAULO,35,412.74958661691454,462.1361986849025,35.44552299477417
Rua Luís Coelho,Consolação,46,1,1,Apartamento,3600,4820,-23.5565553,-46.6594056,POINT (-46.6594056 -23.5565553),20,METROPOLITANA DE SÃO PAULO,35,203.92892737655276,335.7577829092401,114.03269199649164
Avenida Mofarrej,Vila Leopoldina,94,3,2,Apartamento,4300,5875,-23.5272463,-46.7402306,POINT (-46.7402306 -23.5272463),20,METROPOLITANA DE SÃO PAULO,35,393.6062916053747,1593.4750354654352,459.3584305116693
Rua Antônio Júlio dos Santos,Fazenda Morumbi,103,3,2,Apartamento,3922,5434,-23.6084554,-46.7284926,POINT (-46.7284926 -23.6084554),20,METROPOLITANA DE SÃO PAULO,35,431.0367999392411,507.5309781253856,493.11247951663387
Rua Frederico Von Martius,Vila Monumento,189,2,5,Casa,3000,3511,-23.5777657,-46.6135094,POINT (-46.6135094 -23.5777657),20,METROPOLITANA DE SÃO PAULO,35,61.226062295636964,542.3395212388646,379.1578975466108
Rua Elba,Sacomã,60,2,1,Casa,1500,1699,-23.6115641,-46.6026719,POINT (-46.6026719 -23.6115641),20,METROPOLITANA DE SÃO PAULO,35,153.31207582742095,302.93392542823125,797.9072960154194
Avenida General Olímpio da Silveira,Santa Cecilia,61,2,0,Apartamento,2150,2504,-23.5319428,-46.6587402,POINT (-46.6587402 -23.5319428),20,METROPOLITANA DE SÃO PAULO,35,163.7835232021325,542.3314717632763,219.79734384429347
Avenida Celso Garcia,Tatuapé,45,1,0,Apartamento,1035,1663,-23.5349989,-46.5790637,POINT (-46.5790637 -23.5349989),20,METROPOLITANA DE SÃO PAULO,35,339.342433643822,784.5691318665334,383.2659344738858
Rua Bartolomeu Feio,Vila Cordeiro,116,2,1,Casa,3500,3864,-23.6149119,-46.6916283,POINT (-46.6916283 -23.6149119),20,METROPOLITANA DE SÃO PAULO,35,206.85722570191226,258.69159699965604,1049.2742556886794
Rua Cascavel,Jardim Danfer,50,1,0,Casa,1200,1285,-23.4992162,-46.5082227,POINT (-46.5082227 -23.4992162),20,METROPOLITANA DE SÃO PAULO,35,167.9833273548634,927.2410726286582,1196.6725005881729
Avenida Maestro Villa-lobos,Vila Gustavo,35,1,0,Apartamento,2000,2197,-23.4752098,-46.5953776,POINT (-46.5953776 -23.4752098),20,METROPOLITANA DE SÃO PAULO,35,213.45205367949438,791.7995012200024,970.5237100158963
Avenida Vieira de Carvalho,República,22,1,0,Studio e kitnet,1100,1400,-23.5420498,-46.6434801,POINT (-46.6434801 -23.5420498),20,METROPOLITANA DE SÃO PAULO,35,106.6633290176595,251.7531181228928,173.72275890240914
Rua Batuns,Vila Santa Clara,50,1,1,Casa,1300,1407,-23.5791849,-46.5620327,POINT (-46.5620327 -23.5791849),20,METROPOLITANA DE SÃO PAULO,35,28.551998100373993,648.1136313154159,1881.1458207492403
Rua Carneiro Leão,Brás,62,2,1,Apartamento,3808,4432,-23.54662,-46.6231836,POINT (-46.6231836 -23.54662),20,METROPOLITANA DE SÃO PAULO,35,81.51458895757945,629.1936046513556,537.1680834098663
Rua Doutor Nogueira Martins,Vila da Saúde,40,1,0,Casa,2000,2085,-23.6150794,-46.6335116,POINT (-46.6335116 -23.6150794),20,METROPOLITANA DE SÃO PAULO,35,241.24863254637546,352.8688132802468,868.3806800404203
Rua Coronel Carlos Oliva,Tatuapé,40,1,1,Apartamento,2244,3011,-23.53723,-46.5728377,POINT (-46.5728377 -23.53723),20,METROPOLITANA DE SÃO PAULO,35,154.15921646637912,102.48465115600521,116.47245868331538
Rua Professor Alves Pedroso,Cangaíba,50,2,1,Apartamento,1490,1810,-23.5023258,-46.5233481,POINT (-46.5233481 -23.5023258),20,METROPOLITANA DE SÃO PAULO,35,50.666616031615824,420.54204362566793,576.9504804519261
Avenida Padre Lourenço,Vila Dalila,60,3,0,Casa,1400,1544,-23.5460515,-46.5154312,POINT (-46.5154312 -23.5460515),20,METROPOLITANA DE SÃO PAULO,35,320.6683760280957,785.9243384964226,1869.6852696475994
Rua Cambembé,Tatuapé,65,1,0,Casa em condomínio,1600,1818,-23.5519357,-46.5742192,POINT (-46.5742192 -23.5519357),20,METROPOLITANA DE SÃO PAULO,35,103.97416011899469,627.5699702473131,1172.8789151714188
Rua Itavuru,Planalto Paulista,100,3,1,Apartamento,3000,3588,-23.6236831,-46.643612,POINT (-46.643612 -23.6236831),20,METROPOLITANA DE SÃO PAULO,35,225.39649374030085,541.5227630196736,946.3362634142043
Rua José de Almeida,Vila Medeiros,60,2,0,Casa,1200,1461,-23.4829129,-46.5895257,POINT (-46.5895257 -23.4829129),20,METROPOLITANA DE SÃO PAULO,35,142.40351020237583,585.7962107826557,1417.7270221098934
Rua Eduardo Pinheiro,Parque Continental,80,1,0,Casa,740,772,-23.4252783,-46.5466482,POINT (-46.5466482 -23.4252783),20,METROPOLITANA DE SÃO PAULO,35,2351.2054842832868,2471.810695379031,4171.690847464559
Rua Alves Ribeiro,Cambuci,69,1,0,Apartamento,1518,2038,-23.5651849,-46.6226576,POINT (-46.6226576 -23.5651849),20,METROPOLITANA DE SÃO PAULO,35,42.5036767791433,176.21909791588664,1095.5943724725826
Avenida João Simão de Castro,Vila Sabrina,59,2,1,Apartamento,1650,1713,-23.4894475,-46.5726584,POINT (-46.5726584 -23.4894475),20,METROPOLITANA DE SÃO PAULO,35,24.809707565758846,326.37019455193877,3271.7026721814973
Rua Ezequiel Freire,Santana,71,2,0,Apartamento,2300,2639,-23.5004996,-46.6235397,POINT (-46.6235397 -23.5004996),20,METROPOLITANA DE SÃO PAULO,35,97.957079303049,506.75211575782595,482.2585702129129
Rua Professor Aristides de Macedo,Vila Mariana,62,2,1,Apartamento,2500,2996,-23.5802284,-46.6378854,POINT (-46.6378854 -23.5802284),20,METROPOLITANA DE SÃO PAULO,35,91.77873614285492,281.85980579534055,1022.5207226207087
Estrada das Lágrimas,São José,80,3,2,Apartamento,3500,4344,-23.6350887,-46.5782478,POINT (-46.5782478 -23.6350887),20,METROPOLITANA DE SÃO PAULO,35,984.0068573881825,1113.8856861983777,1656.5914589533093
Rua Duarte de Azevedo,Santana,62,2,1,Apartamento,2000,2327,-23.5011251,-46.6173467,POINT (-46.6173467 -23.5011251),20,METROPOLITANA DE SÃO PAULO,35,121.68390076470156,337.79000691593365,340.84745110721207
Avenida Doutor Francisco Mesquita,Jardim Ibitirama,35,1,0,Apartamento,1550,1930,-23.5974745,-46.5810911,POINT (-46.5810911 -23.5974745),20,METROPOLITANA DE SÃO PAULO,35,339.2189793991139,894.1038003061074,533.5667956857721
Rua José Mandotti,Vila Augusta,36,1,1,Apartamento,2460,2897,-23.460647,-46.530253,POINT (-46.530253 -23.460647),20,METROPOLITANA DE SÃO PAULO,35,3746.6237362529578,4085.9490656625558,4235.036962211478
Rua Salvador Padilha Gimenes,Limão,136,2,2,Casa em condomínio,2800,3143,-23.4886007,-46.674744,POINT (-46.674744 -23.4886007),20,METROPOLITANA DE SÃO PAULO,35,108.61902534488019,602.9388763570892,978.4416177145084
Rua Tabatinguera,Sé,28,1,0,Studio e kitnet,912,1237,-23.5521762,-46.6274643,POINT (-46.6274643 -23.5521762),20,METROPOLITANA DE SÃO PAULO,35,264.4893474060154,146.7659432447511,548.3891533637426
