address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Bacaetava,Vila Gertrudes,90,3,1,Apartamento,3758,4991,-23.6219977,-46.6952372
Rua Cônego José Norberto,Jardim da Saúde,46,1,0,Casa,900,983,-23.6121745,-46.6101289
Rua General Chagas Santos,Vila da Saúde,59,2,1,Apartamento,4000,4404,-23.6160308,-46.6272818
Avenida General Valdomiro de Lima,Jabaquara,34,1,1,Apartamento,2500,2946,-23.6382795,-46.6448761
Rua Alcides Alves,Casa Verde Alta,34,1,0,Casa,890,969,-23.495613,-46.6665758
Rua José Gonçalves Gomide,Vila Guilherme,35,1,0,Studio e kitnet,750,959,-23.5079499,-46.6044664
Rua Antonieta de Morais,Vila Matilde,57,2,1,Apartamento,1700,2536,-23.5429304,-46.5280411
Rua Amadis,Ipiranga,33,1,0,Apartamento,1600,1621,-23.592867,-46.5951848
Avenida Nossa Senhora da Assunção,Vila Butantã,25,1,0,Casa,1100,1147,-23.5697452,-46.7453482
Rua Barão de Jaguara,Cambuci,54,1,1,Apartamento,2800,3654,-23.5539116,-46.6170586
Rua Rio Claro,Vila Camilópolis,90,2,2,Casa,2180,2280,-23.6159464,-46.5282213
Avenida Braz Leme,Santana,69,2,0,Apartamento,2600,3109,-23.5033707,-46.6360631
Rua Doutor Alfredo de Castro,Barra Funda,59,2,1,Apartamento,3300,4224,-23.5275124,-46.6631923
Rua Timor,Parque Oratório,51,2,1,Apartamento,1900,2136,-23.6305981,-46.5116658
Avenida Nove de Julho,Bela Vista,35,1,0,Apartamento,1190,1681,-23.5547293,-46.648853
Rua Dante Pellacani,Vila Regente Feijó,76,3,0,Casa,2777,2894,-23.5538335,-46.5751158
Rua Nicola Sabatino,Conjunto Habitacional Teotonio Vilela,135,3,1,Casa,2250,2346,-23.60309,-46.5062895
Rua Santa Izabel,Vila Augusta,50,2,1,Apartamento,1800,2254,-23.4747012,-46.5446842
Rua Dragões da Independência,Tucuruvi,50,1,0,Casa,1200,1254,-23.4787339,-46.5955862
Rua Vicente de Souza Barros,Chácara Cruzeiro do Sul,50,2,1,Apartamento,1200,2031,-23.5115454,-46.5327218
Rua Visconde Parnaíba,Brás,45,1,1,Apartamento,2200,2831,-23.5495725,-46.6138885
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Casa,2370,2871,-23.5658871,-46.6155755
Rua João Antônio de Oliveira,Mooca,82,2,2,Apartamento,4200,5570,-23.5545005,-46.6060893
Rua Indiapora,Vila América,29,1,0,Casa,630,730,-22.9696911,-43.7040387
Avenida Jardim Japão,Jardim Brasil,60,2,0,Apartamento,1150,1194,-23.4864418,-46.5781161
Rua Bernardino Vergueiro,Jardim Jaú (zona Leste),50,2,1,Apartamento,1800,2212,-16.767662,-49.441693
Rua Bernardino Vergueiro,Jardim Jaú (zona Leste),50,2,1,Apartamento,1800,2212,,
Rua das Rosas,Mirandópolis,150,3,2,Casa,6000,6735,-23.6082343,-46.6391337
Avenida Maestro Villa-lobos,Vila Gustavo,80,2,0,Casa,1300,1475,-23.4777767,-46.598836
Rua Major Diogo,Bela Vista,27,1,0,Apartamento,1200,1588,-23.5574899,-46.6427711
Rua João Teixeira de Barros,Vila Constança,110,3,2,Apartamento,3200,4437,-23.4690196,-46.5826584
Rua Casa do Ator,Vila Olímpia,150,2,2,Casa,5900,7040,-23.5989412,-46.678818
Avenida Varsóvia,Vila Metalurgica,50,2,1,Apartamento,4000,4463,-23.6305547,-46.5328461
Avenida Jardim Japão,Jardim Brasil,50,2,0,Apartamento,1150,1194,-23.4864418,-46.5781161
Avenida Fim de Semana,Jardim Casablanca,55,2,1,Apartamento,2240,2827,-23.6581785,-46.7469643
Rua Quixere,Vila Mazzei,120,3,2,Casa,3300,3519,-23.4693321,-46.5984879
Rua João Baldinato,Vila Suzana,70,1,1,Apartamento,3100,4273,-23.6124623,-46.737545
Rua Almirante Noronha,Jardim São Paulo(zona Norte),80,2,1,Apartamento,1700,2232,-23.491702,-46.615597
Alameda Barros,Santa Cecília,53,1,1,Apartamento,2038,2656,-23.536349,-46.6566334
Rua Cézar Pierangeli,Rudge Ramos,50,1,1,Apartamento,2700,3291,-23.408875,-46.886497
Rua Doutor Fábio Montenegro,Vila Guilhermina,36,1,0,Apartamento,1650,2023,-23.5349882,-46.5170353
Rua Adolfo Schnabel,Vila Ema,48,2,0,Apartamento,1655,1998,-23.586062,-46.5402337
Rua Edmundo Xavier,Chácara Santo Antônio (zona Leste),32,1,0,Apartamento,1450,1708,-23.5476598,-46.5522669
Rua Carlos Magalhães,Parque Reboucas,40,2,1,Apartamento,1940,2615,-23.5547722,-47.0798332
Rua Bento Freitas,Vila Buarque,37,1,1,Studio e kitnet,2910,3602,-23.5437688,-46.645518
Rua Amaral Gurgel,Centro,92,2,1,Apartamento,2300,3426,-22.2928402,-48.5579374
Praça da República,República,32,1,0,Apartamento,4350,4406,-23.543171200000003,-46.64252052009493
Rua Catuípe,Cidade Brasil,70,3,1,Casa,2000,2111,-22.8864058,-43.6084284
Rua Tapuitinga,Vila Mafra,230,4,4,Casa,4950,5745,-23.5578171,-46.5490519
Rua João Alfredo,Santo Amaro,38,2,0,Apartamento,2100,2547,-23.6602741,-46.7047028
Rua Monsenhor Magaldi,Jardim Promissão,110,4,1,Casa,2207,3221,-22.8137261,-43.201886
Rua Doutor César,Santana,55,2,0,Apartamento,2000,2716,-23.5033882,-46.635726
Rua José Pedro Zanardi,Vila Hulda,80,3,0,Apartamento,1300,1700,-23.4633111,-46.5309661
Avenida Conceição,Jardim Japão,40,1,0,Casa,1140,1188,-23.4965623,-46.5759071
Rua Mére Marie Anais de Sion,Vila Cachoeira,56,3,1,Apartamento,2000,2655,,
Rua Mére Marie Anais de Sion,Vila Cachoeira,56,3,1,Apartamento,2000,2655,-23.510614,-46.586888
Rua Henrique Bernardelli,Santana,46,1,0,Apartamento,1800,2194,-23.426315,-46.8256335
Avenida Duque de Caxias,Campos Elíseos,50,1,0,Apartamento,2482,3298,-22.7847817,-43.308287
Rua Dom Vilares,Vila das Merces,28,1,1,Casa,890,1098,-23.6247294,-46.6081229
Rua Alferes Frazão,Chácara Califórnia,42,2,0,Apartamento,1400,1992,-23.5374425,-46.5484858
Rua Doutor Francisco José Longo,Chácara Inglesa,57,2,1,Apartamento,3800,4747,-23.514548,-51.415643
Avenida Rio de Janeiro,Vila Bremen,49,2,1,Apartamento,1170,1614,-22.8950862,-43.2134952
Avenida Valdemar Ferreira,Butantã,74,2,1,Apartamento,3000,4224,-23.5685159,-46.7072903
Avenida Muzambinho,Vila Fachini,46,1,0,Casa,1155,1279,-23.6626454,-46.640832
Rua São Procópio,Vila Califórnia,25,1,0,Casa,680,730,-23.6028859,-46.5588098
Rua Dom Valentim,Jardim Colombo,70,2,3,Casa,2590,2723,-23.604521,-46.7300019
Rua Amadis,Ipiranga,34,1,0,Apartamento,1600,1621,-23.592867,-46.5951848
Avenida Bartholomeu de Carlos,Jardim Flor da Montanha,87,2,1,Apartamento,3600,4773,-23.4399329,-46.5439573
R. Bela Cintra,Consolação,51,2,1,Apartamento,4500,5291,-23.5544835,-46.6596419
Rua da Consolação,Consolação,35,1,1,Studio e kitnet,3200,3830,-23.5523389,-46.6586195
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,50,2,0,Apartamento,1800,2019,-23.5270493,-46.525264
Rua das Palmeiras,Vila Buarque,45,2,1,Apartamento,2000,2721,-19.7414407,-45.2592025
Rua Fortuna de Minas,Jardim Arize,250,3,2,Casa,4000,4170,-23.5621094,-46.5102757
Rua Alexandre Farnésio,Parque Maria Luiza,50,1,0,Casa,1160,1210,-19.237619,-46.070492
Avenida Interlagos,Jardim Umuarama,75,3,2,Apartamento,1790,2712,-23.7012198,-46.7013769
Praça Júlio Mesquita,Santa Efigênia,42,1,0,Studio e kitnet,1120,1547,-23.05409025,-46.35992102556544
Rua Doutor Vital Brasil,Vila Santa Luzia,60,1,0,Casa,850,937,-23.6599922,-46.6088713
Rua Maracaí,Aclimação,45,1,1,Apartamento,2749,4005,-23.5721789,-46.6264954
Rua Eduardo Ferreira Franca,Cursino,50,1,0,Casa em condomínio,1287,1411,-23.6366923,-46.6154727
Rua Visconde de Parnaíba,Brás,28,1,0,Studio e kitnet,2130,2512,-23.5495725,-46.6138885
Rua São Bernardo,Cidade Mãe do Céu,50,2,1,Apartamento,2600,2633,-2.5536356,-44.2245775
Rua Diana,Perdizes,126,3,2,Apartamento,4944,6763,-23.5291374,-46.6789215
Rua Neuchatel,Suísso,62,2,1,Apartamento,3000,3407,-23.6884875,-46.7019188
Rua Gregório Lopes,Parque Mandaqui,130,3,3,Casa,4100,4358,-23.4815033,-46.6371187
Rua Fernando de Noronha,Chácara Inglesa,68,2,1,Apartamento,2184,3007,-23.6093899,-46.6337657
Rua General Izidoro Dias Lopes,Paulicéia,72,2,0,Casa,1310,1399,-22.29,-48.553421
Rua Major Freire,Vila Monte Alegre,48,1,0,Apartamento,2125,2652,-23.6269381,-46.6403601
Rua Barão de Melgaço,Real Parque,70,2,1,Apartamento,2008,3194,-15.6193729,-56.119972
Rua Brigadeiro Godinho dos Santos,Vila Pirituba,50,2,0,Apartamento,3330,4401,-23.4785198,-46.7432857
Rua Maratona,Vila Alexandria,70,3,1,Apartamento,2800,4210,-23.6434104,-46.6715443
Avenida Rouxinol,Indianópolis,66,2,1,Apartamento,4830,6127,-23.6006468,-46.6738412
Rua Justino Paixão,Mauá,87,3,2,Apartamento,4950,5841,-23.6400585,-46.5739366
Avenida São João,República,56,1,0,Apartamento,1200,1795,-23.5426713,-46.6396714
Rua Jaceguai,Bela Vista,35,1,0,Apartamento,2200,2284,-22.917494,-43.2335564
Rua Doutor Luís Barreto,Bela Vista,39,1,0,Apartamento,1300,1823,-23.5563685,-46.6474155
Rua Marilisa,Vila Marina,30,1,0,Studio e kitnet,759,788,-23.4816817,-46.7035286
Rua Clímaco Barbosa,Cambuci,78,3,1,Apartamento,2231,3137,-23.5636891,-46.6191964
Avenida Brigadeiro Luís Antônio,Centro Histórico de São Paulo,58,1,1,Apartamento,5000,5747,-23.5678372,-46.6491361
Rua Líbero Badaró,Paulicéia,171,3,3,Casa,2340,2537,-23.6766737,-46.5903061
Avenida Coronel Sezefredo Fagundes,Tucuruvi,55,2,0,Apartamento,1700,2331,-23.4705524,-46.6056401
Rua Antônio Gomes,Vila Santo Antônio,115,3,2,Apartamento,6000,7174,-23.4606766,-46.5376149
Rua Azevedo Macedo,Vila Mariana,30,1,0,Studio e kitnet,3500,4219,-23.5816202,-46.6409385
Rua Doutor Fábio Montenegro,Vila Guilhermina,40,1,0,Apartamento,1750,2128,-23.5349882,-46.5170353
Rua Antônio Pinto do Rêgo Freitas,Jardim Boa Vista (zona Oeste),130,6,3,Studio e kitnet,3000,3200,-23.562484,-46.7527838
Rua Vinte E Dois de Agosto,Vila Bela Vista (zona Norte),48,2,1,Apartamento,3104,3524,-8.1344551,-34.9339284
Avenida Doutor José Higino,Vila Oratório,85,2,0,Apartamento,1900,2650,-23.568955,-46.5781852
Rua Xingu,Vila Valparaiso,58,2,1,Apartamento,1990,2462,-23.6714605,-46.5514111
Rua Nícola Nicodemo,Vila Celeste,45,1,0,Casa,908,977,-23.4821485,-46.6593258
Alameda Mauro Zelante,Jardim Caner,63,3,1,Apartamento,2300,3031,-23.6033199,-46.7514771
Avenida Guilherme Giorgi,Vila Carrao,63,2,1,Apartamento,2920,4082,-23.5469073,-46.5413869
Rua Oliveira Catrambi,Jardim Vila Formosa,50,2,0,Studio e kitnet,6000,6577,-23.5713505,-46.5253664
Rua Cajaíba,Vila Pompéia,102,2,2,Apartamento,6500,8325,-23.540473,-46.6826598
Avenida dos Andradas,Vila Santa Teresa,58,2,1,Apartamento,2220,2815,-23.6683702,-46.5280344
Rua Augusta,Cerqueira César,54,1,0,Apartamento,4000,4944,-23.5638138,-46.666159
Rua Aldeia Vinte de Setembro,Vila Ede,100,3,2,Casa,2700,2817,-23.4927955,-46.5975178
Rua Scuvero,Cambuci,60,2,1,Apartamento,1932,2637,-23.5634187,-46.6266294
Rua São Bernardo,Cidade Mãe do Céu,34,2,1,Apartamento,2300,2330,-2.5536356,-44.2245775
Rua Verinha Darcy,Brooklin Paulista,168,3,2,Casa em condomínio,9000,10210,-23.6378802,-46.6755773
Avenida Miruna,Indianópolis,38,1,1,Studio e kitnet,3000,4019,-23.6154517,-46.6605891
Rua Brás Cubas,Centro,210,3,1,Apartamento,2500,3394,-23.6567353,-46.5259931
Rua Camburiu,Vila Ipojuca,130,2,2,Apartamento,6500,9558,-23.5314798,-46.7094094
Rua Ribeirão Branco,Vila Bertioga,39,2,1,Apartamento,2590,2823,-24.3139745,-48.9457702
Rua Gravataí,Consolação,25,1,0,Studio e kitnet,3000,3616,-23.5488591,-46.647762
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,49,2,0,Apartamento,2500,2746,-23.5270493,-46.525264
Rua Doutor Ferreira Lopes,Vila Sofia,90,3,2,Apartamento,1450,2739,-23.6569475,-46.692619
Rua Diamante Preto,Vila Gomes Cardim,95,3,3,Apartamento,4000,6239,-23.540862,-46.55832
Rua Vapabussu,Jardim Aeroporto,73,2,2,Apartamento,5000,6397,-23.632408,-46.6656722
Rua Dráusio,Butantã,28,1,0,Apartamento,2000,2397,-23.5740631,-46.7094432
Avenida Rudge,Barra Funda,35,2,1,Apartamento,2125,2657,-23.5251461,-46.6492923
Alameda Santos,Cerqueira César,56,2,0,Apartamento,4600,5528,-23.5569342,-46.6635342
Rua Piracicaba,Vila Valparaíso,130,3,3,Apartamento,2900,4215,-23.6666128,-46.5480259
Rua Professor Roberto Cavalheiro Brisolla,Vila Santa Maria,80,2,1,Casa,2200,2393,-23.4911189,-46.6713542
Alameda Eduardo Prado,Campos Elíseos,39,1,1,Apartamento,1200,1722,-23.5323425,-46.6519523
Rua João da Cruz Melão,Jardim Leonor,160,3,3,Casa,4500,5154,-23.5990952,-46.7210053
Rua Engenheiro Prudente,Vila Monumento,64,2,1,Apartamento,3000,4371,-23.5717707,-46.6155897
Rua Professor Antônio Filgueiras de Lima,Rio Pequeno,35,1,0,Apartamento,1000,1013,-15.922872,-48.808396
Avenida da Paz,Jardim São Judas Tadeu,62,2,1,Apartamento,1500,2337,-16.769337,-49.331161
Avenida Jabaquara,Mirandópolis,33,1,1,Apartamento,2000,2736,-23.6095706,-46.6378165
Rua Utupeva,Vila Palmeiras,40,1,0,Studio e kitnet,808,889,-22.8980452,-43.3264129
Avenida Jaguaré,Jaguaré,91,3,0,Apartamento,2500,3164,-23.5530752,-46.7421793
Rua Prates,Bom Retiro,80,2,0,Apartamento,2450,2995,-23.5329297,-46.6368773
Rua Aburá,Sítio do Mandaqui,40,1,0,Casa,1068,1120,-23.486353,-46.6622742
Rua Dom Vilares,Vila das Merces,29,1,1,Casa,949,1159,-23.6247294,-46.6081229
Rua Padre Mariano Ronchi,Vila Pereira Cerca,200,3,3,Casa,5100,5617,-23.4929871,-46.7109811
Rua Francisca Miquelina,Bela Vista,30,1,0,Studio e kitnet,4270,4435,-23.5549126,-46.6402054
Avenida Marginal Direita Anchieta,Vila Arapua,63,3,1,Apartamento,1890,2594,-23.6381043,-46.5935698
Rua Ministro Godói,Perdizes,33,1,0,Studio e kitnet,2220,2808,-23.5376697,-46.6717998
Rua Francisco Tapajós,Vila Santo Estefano,60,2,1,Apartamento,4230,5089,-23.6262635,-46.6242355
Avenida Brigadeiro Luís Antônio,Bela Vista,33,1,0,Apartamento,2420,3168,-23.5639861,-46.6463673
Rua Visconde de Parnaíba,Mooca,50,2,1,Apartamento,1640,2311,-23.5479726,-46.6110602
Rua Comendador Roberto Ugolini,Parque da Mooca,80,2,1,Apartamento,3000,4148,-23.577379,-46.5917336
Alameda Santos,Cerqueira César,91,3,0,Apartamento,2800,3895,-23.5569342,-46.6635342
Rua Professor José Horácio Meirelles Teixeira,Vila Suzana,375,4,4,Apartamento,15000,20280,-23.613505,-46.7419938
Rua Anhaia,Bom Retiro,30,1,1,Studio e kitnet,2300,2830,-23.52138,-46.6466335
"R. Evans, São Paulo - Sp, 03648-020, Brasil",Vila Matilde,40,2,0,Apartamento,1800,2019,-23.5270493,-46.525264
Rua Caramuru,Vila da Saúde,24,1,0,Apartamento,2400,2845,-23.6136764,-46.63291374319728
Avenida Santo Albano,Vila Vera,63,2,1,Apartamento,3000,3796,-23.6207402,-46.6039393
Rua Manuel Cherem,Vila Paulista,55,2,1,Apartamento,2200,2964,-23.6406211,-46.6630739
Rua Antônio Guarmerino,Jardim Celeste,57,2,1,Apartamento,1370,2058,-23.6567007,-46.6117032
Rua Barão de Tatuí,Vila Buarque,39,1,1,Studio e kitnet,1400,2220,-23.536379,-46.6528834
Rua Turiassu,Perdizes,40,2,1,Apartamento,2300,3738,-23.5326592,-46.6711575
Rua Il Sogno Di Anarello,Vila Mariana,35,1,1,Apartamento,2670,3804,42.183857,13.770731
Rua Vergueiro,Vila Mariana,22,1,0,Apartamento,2560,3105,-23.5812194,-46.6386506
Rua Lucrécia Maciel,Jabaquara,51,2,1,Apartamento,2800,3555,-23.6356663,-46.6368248
Rua Bom Pastor,Ipiranga,210,3,2,Casa,8000,8362,-23.6025226,-46.60229
Rua do Bosque,Barra Funda,35,2,1,Apartamento,1700,2316,-23.5232654,-46.666378
Rua Bruna,Chácara Mafalda,43,2,1,Apartamento,1980,2307,-23.5659516,-46.5586627
Rua das Seringueiras,Vila Parque Jabaquara,52,2,1,Apartamento,3200,4181,-23.2309224,-45.925973
Rua Palestra Itália,Perdizes,112,3,1,Apartamento,3985,5986,-23.5263604,-46.6823076
Rua Correia de Lemos,Chácara Inglesa,50,2,1,Apartamento,1840,2885,-23.6074188,-46.6363768
Rua São Miguel,Vila Alpina,121,3,1,Casa,3900,4111,-23.6530105,-46.5408057
Rua José da Silva Ribeiro,Vila Andrade,67,3,1,Apartamento,2900,3522,-23.6252325,-46.7411037
Avenida Nossa Senhora da Assunção,Vila Butantã,14,1,0,Studio e kitnet,1100,1138,-23.5697452,-46.7453482
Rua Professor Doutor José Marques da Cruz,Jardim das Acacias,27,1,0,Studio e kitnet,3320,4153,-23.626228,-46.6900686
Rua Ática,Jardim Brasil (zona Sul),75,2,1,Apartamento,1700,2915,-22.8820782,-43.357309
Avenida Doutor Francisco Ranieri,Lauzane Paulista,63,3,1,Apartamento,2120,2851,-23.4838193,-46.6423434
Rua Tapari,Vila Esperança,72,3,1,Apartamento,3000,4000,-23.5290336,-46.5187008
Rua Tamoios,Jardim Aeroporto,25,1,0,Studio e kitnet,1990,2126,-13.0094833,-38.487394
Rua Oliveira Catrambi,Jardim Vila Formosa,54,2,0,Studio e kitnet,6000,6577,-23.5713505,-46.5253664
Rua Irmã Emerenciana,Vila Nilo,25,1,1,Apartamento,1800,2152,-23.4629292,-46.5805944
Rua Guararapes,Brooklin,50,1,1,Apartamento,2660,4225,-23.6104843,-46.6830223
Rua Apiacás,Perdizes,37,1,0,Studio e kitnet,2500,3521,-23.5387902,-46.6797769
Rua Delegado Moraes Novaes,Vila Andrade,55,2,1,Apartamento,2060,2825,-23.6342262,-46.7350249
Rua Jucá Quito,Jardim Santo Antônio,103,2,2,Casa,8000,8365,-23.6273147,-46.5248197
Avenida Mofarrej,Vila Leopoldina,70,3,1,Apartamento,4100,5159,-23.5319084,-46.7445087
Rua Betânia,Parque Oratório,70,2,2,Casa,3750,3923,-23.6358665,-46.5068965
Rua Eliza Teixeira de Barros,Vila Constança,88,2,1,Casa em condomínio,3000,3307,-19.867609,-43.919028
Avenida Lauro Xerfan,Jardim Iva,42,2,0,Apartamento,2000,2307,-23.5862512,-46.5164612
Rua Dois de Julho,Ipiranga,39,1,1,Apartamento,1880,2991,-23.5955718,-46.5974668
Rua Paulistânia,Sumarezinho,87,2,0,Apartamento,3100,4332,-23.5477631,-46.6906638
Rua Bacia do Suacuí,Vila Tolstoi,100,3,2,Casa,4000,4170,-23.5975617,-46.5266738
Avenida Ibijaú,Moema,130,3,2,Apartamento,8200,10340,-23.6055597,-46.6659886
Alameda Lorena,Jardim Paulista,33,1,1,Apartamento,4500,4792,-23.1338322,-46.5594504
Rua Antônio Pontes Câmara,Vila Olímpia,120,3,2,Casa,5300,5810,-23.5986046,-46.6747277
Rua Frei Caneca,Consolação,25,1,0,Apartamento,2460,3088,-23.5518916,-46.649261
Rua Professor Vital Palma E Silva,Jardim Europa,98,2,2,Apartamento,4500,8245,-23.5831824,-46.6910341
Praça da República,República,27,1,1,Studio e kitnet,2200,3094,-23.543171200000003,-46.64252052009493
Rua Kansas,Brooklin Paulista,66,2,1,Apartamento,6500,7980,-23.603672,-46.6848499
Rua Casa do Ator,Vila Olímpia,160,2,2,Apartamento,7460,10400,-23.5989412,-46.678818
Avenida Rudge,Barra Funda,36,2,0,Apartamento,1850,2335,-23.5251461,-46.6492923
Rua Joaquim Antunes,Pinheiros,54,2,1,Apartamento,4977,6343,-23.5641684,-46.6817001
Rua Bandeira Paulista,Itaim Bibi,85,1,2,Apartamento,7839,10240,-23.5840756,-46.6758147
Rua Gabriele D'annunzio,Campo Belo,58,1,2,Apartamento,5800,6827,-23.6187554,-46.6813545
Rua Anhumas,Vila São João Batista,70,2,2,Casa em condomínio,2500,2884,-23.4258572,-46.5183529
Rua Domingos José Sapienza,Vila Amalia (zona Norte),50,2,1,Apartamento,1800,2419,-23.4670098,-46.6508913
Rua Doutor Tomás Alves,Vila Mariana,30,1,1,Apartamento,4100,4860,-20.942,-54.960952
Rua Duque Costa,Interlagos,66,3,1,Apartamento,3000,4005,-22.091355,-43.825846
Rua Paim,Bela Vista,42,1,2,Studio e kitnet,3300,4287,-23.5548176,-46.6490388
Avenida Pavão,Indianópolis,50,1,1,Apartamento,4000,5247,-23.6019083,-46.6740282
Rua Caiubi,Perdizes,26,1,0,Studio e kitnet,2428,3264,-23.5402332,-46.672055
Avenida Coronel Sezefredo Fagundes,Tucuruvi,50,2,1,Apartamento,2240,2558,-23.4705524,-46.6056401
Rua Tapuias,Socorro,70,3,1,Apartamento,3190,4113,-23.6707308,-46.7164498
Rua Fábio Lopes dos Santos Luz,Vila Andrade,163,3,3,Apartamento,11000,14470,-23.632154,-46.7302215
Rua Borges de Figueiredo,Mooca,47,1,1,Apartamento,2700,4101,-23.5667662,-46.6028559
Rua das Flechas,Vila Santa Catarina,81,2,1,Apartamento,6800,7703,-23.6510293,-46.6708297
Rua Várzea Grande,Jardim Peri,80,2,0,Casa,1800,2043,-23.4565819,-46.6622892
Avenida Doutor Cardoso de Melo,Vila Olímpia ,123,3,2,Apartamento,7800,10520,-23.6001686,-46.6810465
Rua da Consolação,Consolação,26,1,0,Studio e kitnet,2230,2816,-23.5523389,-46.6586195
Rua Gandavo,Vila Clementino,70,1,0,Apartamento,2615,3366,-23.5916776,-46.6451035
Alameda Lorena,Jardim Paulista,45,1,1,Studio e kitnet,5200,6409,-23.1338322,-46.5594504
Rua Arminda,Vila Olímpia,70,3,1,Apartamento,3900,5060,-23.5929102,-46.6729927
Rua Tucuna,Vila Pompéia,154,4,3,Apartamento,4700,7609,-23.5313031,-46.6829764
Rua Forte William,Vila Andrade,160,3,4,Apartamento,8000,10610,-23.6288777,-46.7200802
Rua Oscar Thompson,Barra Funda,80,2,1,Apartamento,3000,4156,-23.5319565,-46.6571801
Avenida Brigadeiro Luís Antônio,Jardim Paulista,75,2,2,Apartamento,5460,6992,-23.5676507,-46.6490193
Alameda Joaquim Eugênio de Lima,Jardim Paulista,106,3,2,Apartamento,9800,12490,-23.5661442,-46.6508323
Rua Marie Nader Calfat,Jardim Ampliação,35,1,1,Studio e kitnet,2400,3304,-23.6276937,-46.7297786
Avenida Professor Miguel Franchini Neto,Loteamento City Jaragua,45,2,1,Apartamento,2125,2522,-23.4422601,-46.7242507
Avenida Cupecê,Cidade Ademar,54,2,1,Apartamento,1955,2831,-23.6817245,-46.6372407
Rua Urimonduba,Itaim Bibi,120,2,1,Apartamento,7500,9325,-23.5782404,-46.6726886
Rua Guaianases,Campos Elíseos,79,3,0,Apartamento,1800,2523,-23.5393792,-46.6415185
Rua Coronel Diogo,Jardim Glória,55,2,1,Apartamento,2800,3828,-23.5813943,-46.6149601
Rua das Fiandeiras,Vila Olímpia,40,1,1,Apartamento,2300,4009,-23.596898,-46.677906
Rua das Flechas,Vila Santa Catarina,98,3,1,Apartamento,2100,3290,-23.6510293,-46.6708297
Rua Ipiranga,Jardim Aeroporto,63,2,1,Apartamento,5200,6161,-20.8193961,-49.4043044
Rua Joaquim Floriano,Itaim Bibi,28,1,0,Apartamento,5000,5873,-23.5837813,-46.6717163
Avenida Doutor Cardoso de Melo,Vila Olímpia,77,3,1,Apartamento,4500,6238,-23.6001686,-46.6810465
Praça General Araripe de Faria,Vila Gomes,60,2,1,Apartamento,4523,6000,-23.5765234,-46.7308042
Avenida Barão de Monte Mor,Real Parque,170,1,2,Apartamento,8000,10740,-23.6107035,-46.7060498
Rua Marquês de Paraná,Alto da Lapa,90,3,1,Apartamento,3000,4690,-22.9383687,-43.1765099
Rua Alegre,Santa Paula,42,1,1,Apartamento,2290,3937,-23.618074,-46.5548489
Rua Antônio Aggio,Jardim Ampliação,75,2,2,Apartamento,2395,3994,-23.6274375,-46.7308459
Rua Maria Curupaiti,Vila Ester (zona Norte),126,3,3,Apartamento,3010,5537,-23.4967704,-46.6449807
Rua Pedroso Alvarenga,Itaim Bibi,29,1,1,Studio e kitnet,5700,6404,-23.5823306,-46.6803091
Rua Michigan,Cidade Monções,105,2,2,Apartamento,12500,14470,-23.3198377,-51.1751323
Rua Quatá,Vila Olímpia,28,1,1,Studio e kitnet,3499,4737,-23.5955085,-46.6837423
Avenida Arruda Botelho,Alto de Pinheiros,113,3,2,Apartamento,8000,10740,-23.5508151,-46.7177847
Rua Bela Cintra,Consolação,28,1,0,Apartamento,4500,5298,-23.5544835,-46.6596419
Rua Xavier Gouvêia,Campo Belo,75,2,1,Apartamento,3800,5205,-23.6277988,-46.6733672
